,Image,Label
5095,24783,4
5096,5380,8 6
5097,8407,0 4
5098,10430,4
5099,27535,5 4
5100,177,9
5101,13380,5 4
5102,27667,6 4
5103,21710,3
5104,11282,6 2 4
5105,9904,8 7
5106,15325,2
5107,26687,3
5108,19102,8
5109,30016,3
5110,25181,4
5111,21142,9
5112,22826,6 4
5113,746,7
5114,9292,2
5115,25842,6
5116,10820,7
5117,27072,8
5118,19541,6 4
5119,4502,9
5120,24496,2 4
5121,15430,3
5122,4326,0
5123,21765,6
5124,12062,4 7
5125,30759,5
5126,21290,4 7
5127,15396,7
5128,6728,6 2 4
5129,4860,9 7
5130,12165,3 2 4
5131,27601,3
5132,26354,4
5133,23624,6 4
5134,2025,6 4
5135,13876,3
5136,24589,0
5137,22583,6 3
5138,8277,3 4
5139,27083,7
5140,830,2
5141,12851,6 4
5142,11310,1
5143,25059,4
5144,21541,9
5145,3355,1 4
5146,29226,6 2 4
5147,20674,6
5148,1849,6
5149,4366,3
5150,6704,3 2 4
5151,23411,1
5152,21539,6 4 7
5153,25987,6 4
5154,30569,6 2 4 7
5155,10078,0
5156,1766,4 7
5157,3450,8 6 4
5158,19209,4
5159,21591,4
5160,6066,4
5161,19272,4
5162,25956,6
5163,7000,6
5164,4777,7
5165,20874,5 4
5166,19844,8 4
5167,1768,7
5168,12397,8
5169,10894,6
5170,11662,4 7
5171,29625,5
5172,26958,9
5173,21651,1
5174,16214,4
5175,28399,8
5176,27157,6
5177,8330,9
5178,23652,4
5179,26831,6 7
5180,25378,6 3 9
5181,813,5 7
5182,20665,4 7
5183,14232,5
5184,15726,8 6
5185,23005,0
5186,20291,4
5187,14035,7
5188,14983,6 4
5189,11011,6
5190,27950,6 2
5191,9909,0 4
5192,1097,1 4
5193,30095,6 3 7
5194,23774,1 4
5195,16143,6 3
5196,22095,1
5197,26994,0
5198,20727,3 4
5199,17785,6
5200,18067,6 3 4
5201,9974,6
5202,22313,3
5203,2730,6
5204,20205,4
5205,29695,6 5 4
5206,26271,1 4
5207,18062,3
5208,7544,7
5209,3449,6 4
5210,14766,4 7
5211,16658,4
5212,30647,6 1
5213,3283,2 4
5214,572,3 4
5215,18187,1
5216,9948,1 7
5217,18707,0 4
5218,15522,3 4
5219,17559,8 2 4
5220,11745,4
5221,87,1
5222,11409,6 4
5223,10490,8
5224,26458,4
5225,7529,2 4
5226,25508,3
5227,13237,6 4
5228,5171,3
5229,19533,6 4 7
5230,2389,4 7
5231,28686,6 2 4 7
5232,19140,8 6
5233,2273,0
5234,24135,7
5235,21282,4 7
5236,22531,5
5237,3727,0
5238,1937,0
5239,12071,0 4
5240,26870,8 4
5241,15214,3
5242,11767,0 7
5243,2865,7
5244,23498,4
5245,23623,3
5246,10072,6 1
5247,13908,2 4
5248,17340,2 4
5249,7576,1
5250,20142,6
5251,24828,6 4
5252,13094,6 4
5253,15844,6
5254,19078,6
5255,22008,3 4
5256,26819,3 4
5257,30237,1
5258,19142,0
5259,13230,4
5260,29084,4
5261,29033,6 4
5262,10001,2
5263,12977,6 7
5264,19098,9
5265,24389,0
5266,20389,2 7
5267,11658,0
5268,28482,6 2 4
5269,6582,4 7
5270,14289,6
5271,1549,6 5
5272,5572,8 4
5273,12572,6
5274,4866,4
5275,6504,8 6
5276,24895,4 7
5277,17203,0
5278,30247,0
5279,30497,6 3 4
5280,22991,0 4
5281,8799,6
5282,18102,3 4
5283,19881,6 4
5284,3415,2
5285,5449,6
5286,59,2 7
5287,15711,2 4
5288,4841,6
5289,2246,6
5290,24466,4
5291,8445,3
5292,15830,2
5293,28953,6 4
5294,4840,0
5295,13595,6
5296,21852,0
5297,24406,4
5298,21323,6 4
5299,3454,6
5300,9879,3 4
5301,17779,6 4
5302,21340,4
5303,28189,2 4
5304,481,0
5305,25269,1
5306,26680,3 4
5307,18608,2
5308,29219,2 4
5309,27576,3
5310,19216,2 4
5311,4358,6 3
5312,15963,5
5313,9978,6 4
5314,25473,0
5315,445,3 4
5316,16849,6
5317,6019,8 4
5318,18806,4
5319,30667,6 2
5320,8414,2
5321,29885,8
5322,28645,4
5323,27248,2 4
5324,12703,7
5325,20688,6 3 4
5326,13292,5 4
5327,19619,1
5328,1483,2 4 7
5329,12545,6 5 4
5330,18727,0
5331,16100,9
5332,6309,3 4
5333,15261,6
5334,20919,6 1 4 7
5335,12026,6 4
5336,5986,6
5337,13704,4
5338,13482,4
5339,17675,6 3 4
5340,24824,6 4
5341,4602,6
5342,8998,0
5343,20339,9 7
5344,22501,4
5345,7670,9 4
5346,524,4
5347,15095,8
5348,22658,6 4
5349,21147,0 2
5350,19050,1
5351,12603,8 1 4
5352,19036,5
5353,5563,4
5354,21984,6 7
5355,19601,4
5356,21877,2 4
5357,22972,6 0
5358,9593,3
5359,4851,0
5360,22266,1
5361,28200,5
5362,15756,2
5363,20344,0 2
5364,11853,6 2 4
5365,9334,4
5366,25595,6 7
5367,8867,5
5368,5890,6 4
5369,11897,0 1
5370,4156,0
5371,14075,6 4
5372,14400,7
5373,20167,7
5374,19677,3 4
5375,3918,8
5376,29354,6 7
5377,15003,9
5378,29944,6
5379,11522,6
5380,13017,6 5 4
5381,19333,0 4
5382,13799,2 4
5383,15454,6 3
5384,23346,0
5385,25001,1
5386,22866,6
5387,8196,3
5388,30742,9
5389,13607,4
5390,27917,8 4 7
5391,23989,6 4
5392,16365,6 4
5393,21560,9 4
5394,7604,2 4
5395,20169,4
5396,20454,3
5397,19068,0
5398,29318,5 4 7
5399,1947,6
5400,16918,6
5401,25571,8
5402,5632,6 7
5403,27239,5
5404,30319,6 2
5405,10517,0 4 7
5406,28357,6 3
5407,1982,4
5408,21789,9
5409,7171,6
5410,2664,6
5411,16232,1 4
5412,6933,0
5413,21128,4
5414,6285,6
5415,25669,1
5416,4454,3
5417,7360,6 4 7
5418,11842,1 4
5419,20814,9
5420,19657,2
5421,7738,6 4
5422,7141,6 4
5423,12173,6 4 7
5424,30109,6
5425,24469,0 4
5426,710,2 4
5427,30565,7
5428,2773,5
5429,16566,6 4
5430,6740,0
5431,11601,1 4
5432,13657,4
5433,6031,0 7
5434,24111,2 4
5435,11581,3 4
5436,13612,3 2 4
5437,15782,3
5438,9832,4
5439,8558,0 4
5440,6400,5
5441,27972,1 4
5442,8117,8
5443,10207,3 9
5444,31031,7
5445,26837,6 7
5446,6899,6 4
5447,29357,2 4
5448,6187,6 4 7
5449,23869,6 4
5450,18801,2 4
5451,11633,6 4
5452,26399,4
5453,23359,4
5454,16974,1 4
5455,19810,6 4
5456,7702,4
5457,19027,6 4
5458,20676,3 1
5459,3587,2
5460,21673,6
5461,19351,8 6
5462,28700,2
5463,27566,1 4
5464,26006,6
5465,21451,9
5466,2333,7
5467,2098,7
5468,1333,8 4
5469,18954,5
5470,9331,2
5471,18233,6 4
5472,17214,4
5473,10371,7
5474,10092,6 4
5475,20245,6
5476,9979,9
5477,3189,6 4
5478,30257,4
5479,5878,0
5480,27923,4 7
5481,15987,4
5482,28246,9 4
5483,25428,4
5484,17582,9
5485,3802,3
5486,3032,1 4
5487,7622,2 4
5488,23160,9
5489,5851,6
5490,13867,6 4
5491,11798,6 4
5492,28566,3 4
5493,8226,6
5494,5238,6
5495,8862,6 1
5496,28354,6 3
5497,29752,0
5498,24425,6 7
5499,17276,4
5500,14467,4
5501,28695,6
5502,16224,7
5503,6636,8 2 4
5504,27225,6 7
5505,1497,6 0 4
5506,14961,6 4
5507,9607,3 4
5508,22114,0 2
5509,20222,0 4
5510,29883,7
5511,27552,4 7
5512,10447,6 7
5513,16446,6 3
5514,5648,6 1 4
5515,10855,6 4
5516,18648,5
5517,22952,3
5518,28876,6 1
5519,10369,0
5520,3218,3 4
5521,9069,6 4
5522,27707,3 4
5523,1227,3
5524,11158,0 2
5525,23113,1
5526,13420,6 2
5527,22572,5
5528,29797,8
5529,25358,3
5530,10725,7
5531,16441,8
5532,17483,7
5533,9340,4
5534,5596,6
5535,28632,6
5536,13751,7
5537,20751,9 4
5538,9816,0 4
5539,27062,3
5540,4874,3
5541,6664,2 4
5542,25259,4
5543,28123,8
5544,28567,6 9 5
5545,13613,6
5546,9179,2 7
5547,17131,1 4
5548,698,6
5549,3928,6
5550,8272,3
5551,8422,2 4
5552,27668,2
5553,9568,6 5 4
5554,12898,1
5555,24490,4
5556,16906,5 4
5557,17965,6
5558,16146,4
5559,6327,5 4
5560,13052,1
5561,16661,3 7
5562,22993,6 4
5563,755,2
5564,5690,6 4
5565,21876,6 4
5566,4593,6 4
5567,21185,3 2
5568,4020,0
5569,8318,6 4
5570,24448,1
5571,16737,6 4
5572,7174,9
5573,18819,2
5574,9087,0 7
5575,19320,6 9
5576,18955,0
5577,19081,8
5578,24147,3
5579,2237,5 4
5580,8709,4
5581,940,0
5582,9564,6 7
5583,10702,6 4
5584,25720,4 7
5585,29513,6 4
5586,28759,4
5587,14187,4
5588,3138,6 4
5589,25074,6 4
5590,23314,1
5591,4929,9
5592,7824,6 4
5593,18240,3
5594,14777,4
5595,28549,7
5596,9450,0
5597,16449,1 4
5598,26979,6 7
5599,19467,6 1
5600,28672,3 4
5601,26509,8 4
5602,23526,6 7
5603,21531,6 3
5604,29315,9
5605,29467,6
5606,1794,3
5607,9836,2 7
5608,24280,0
5609,9062,9
5610,7477,3
5611,29697,7
5612,15255,1 7
5613,15865,6 2
5614,8940,5
5615,11504,6 4
5616,505,0 7
5617,11257,9
5618,2127,7
5619,1529,1 4
5620,21717,1
5621,3397,3
5622,30697,6 4
5623,29088,6
5624,15298,0
5625,25881,2 4
5626,9615,2 4
5627,28301,7
5628,19475,6 2
5629,29002,6 4
5630,17640,9
5631,29984,2
5632,24762,6
5633,20812,1
5634,3461,3 9
5635,8632,0 4 7
5636,14572,8 4
5637,27553,1 4
5638,30063,6 4
5639,29973,1
5640,11179,0 4
5641,3178,5 4
5642,24847,0
5643,23680,2
5644,14241,8 4
5645,21245,3 9
5646,12301,6 2
5647,532,6 9
5648,4962,0 4
5649,15044,4
5650,25250,1
5651,7073,2 4
5652,14653,4
5653,14199,7
5654,21194,2 4
5655,6410,6
5656,4010,6 3 2
5657,14602,4
5658,20510,0
5659,31041,4
5660,28703,0
5661,1200,6 4 7
5662,26364,1
5663,29328,1
5664,24918,9 4
5665,27797,3 4
5666,13777,3
5667,9150,4
5668,12240,4
5669,6060,0
5670,9274,6 4
5671,17416,6 5
5672,15664,6 7
5673,22522,8 2 4
5674,12067,1 4
5675,11951,4
5676,20795,6 4
5677,11040,0
5678,5768,9
5679,8707,4
5680,4372,3 9 7
5681,30558,0 2
5682,19174,6 9
5683,23036,2 4
5684,21857,6
5685,21390,7
5686,28811,2 4
5687,30947,6 7
5688,17845,0 4
5689,29646,9
5690,16922,8
5691,8929,2 4
5692,8568,6 4
5693,16268,1
5694,9686,2 4 7
5695,26614,6 9
5696,23856,4 7
5697,9819,6 4
5698,16157,4
5699,23953,6 3 4
5700,13520,4
5701,3535,7
5702,3738,7
5703,7490,7
5704,9216,5
5705,933,4
5706,16754,4 7
5707,6252,6
5708,4308,1 4
5709,12055,7
5710,25306,5
5711,9524,2
5712,4303,9
5713,21387,1
5714,12602,3
5715,19302,0
5716,27058,0
5717,14009,6 9
5718,27032,0
5719,24297,2 4
5720,2951,8 6
5721,29276,5
5722,26629,7
5723,16175,6 3
5724,6670,6 3
5725,30539,0
5726,854,6
5727,21221,4 7
5728,12722,4
5729,2625,4 7
5730,8502,6 1
5731,4577,8 0
5732,11333,3 2 4
5733,11740,6 4
5734,21309,2 4
5735,775,6 4
5736,28787,6 4
5737,8844,1
5738,22474,8
5739,11341,6
5740,24998,6
5741,29395,4
5742,23951,6 4
5743,4666,4
5744,13477,7
5745,25335,2
5746,8660,5
5747,9770,4 7
5748,10885,4 7
5749,13211,3 4
5750,10843,6 4
5751,6184,6 4
5752,5993,6
5753,3378,2 4
5754,21378,4
5755,12590,4
5756,12570,5 4
5757,26575,6
5758,28312,7
5759,6779,6
5760,25636,9
5761,21761,6
5762,17628,4
5763,10483,0
5764,1418,8 4
5765,3633,3 4
5766,2941,1 4 7
5767,3556,6
5768,6968,6 2
5769,11955,2
5770,3314,0
5771,20606,8
5772,20819,2
5773,16318,4
5774,30021,0 4
5775,27373,6
5776,19983,6 0 4
5777,5082,2 4
5778,25161,4 7
5779,24282,4
5780,29016,2 4
5781,20441,6 4
5782,14618,6 3
5783,10719,7
5784,14808,2 4
5785,28604,6 4
5786,2406,9
5787,10887,8 4
5788,7851,4
5789,18047,2 4
5790,19553,6 3
5791,30236,4
5792,5006,0
5793,11348,3
5794,3123,4
5795,301,6 4
5796,25449,6
5797,23717,4
5798,13318,1
5799,11529,6
5800,25416,6 9
5801,12200,6 4
5802,1442,4
5803,9527,6 2
5804,21520,1 2
5805,29358,7
5806,24626,4
5807,18452,6 4
5808,10672,0 2
5809,10452,3
5810,21426,3 2 4
5811,2927,5
5812,19759,0
5813,9685,6 4
5814,4039,1 4
5815,257,3 4
5816,17164,6
5817,16109,4
5818,9411,0
5819,3471,6 4
5820,17044,0
5821,3778,3 4 7
5822,12501,2 4
5823,1287,4
5824,9316,4
5825,13388,7
5826,9919,4
5827,11198,2
5828,6033,7
5829,3667,1
5830,25893,6 4
5831,24387,4
5832,8627,6 7
5833,7685,6
5834,9769,5
5835,30653,7
5836,29648,6 2
5837,19226,6 1
5838,22351,6 4
5839,21029,4
5840,16373,5 4
5841,9954,0 4
5842,8382,3
5843,14595,3
5844,7732,2
5845,21088,2 4
5846,19944,6 4
5847,8504,7
5848,27826,3
5849,21090,7
5850,10506,4
5851,3837,6
5852,21024,7
5853,23685,6
5854,28713,6
5855,11802,6
5856,9187,2 4
5857,26594,4
5858,13637,6 4 7
5859,26858,1
5860,31001,6
5861,3133,3 4 7
5862,13753,4
5863,28488,9
5864,14417,6
5865,5125,2 4
5866,7557,6 4
5867,12028,6 4
5868,19042,5
5869,19474,6 4
5870,19702,2 7
5871,4231,6 4
5872,6536,6 3 4 7
5873,16402,2
5874,1275,4
5875,16056,2
5876,14807,9 7
5877,5534,6 4
5878,148,6
5879,11811,0
5880,18565,7
5881,6001,3 4
5882,22564,6
5883,25882,9
5884,17126,1
5885,29449,6 2
5886,5894,8
5887,26608,4
5888,11618,5
5889,25785,6 4
5890,14143,3 4
5891,18591,6 4
5892,15149,4
5893,19189,5 4
5894,30239,0 4
5895,6144,1
5896,9198,6
5897,23576,9
5898,1222,5 4
5899,3964,3 4
5900,151,9
5901,19122,6 4
5902,6936,8
5903,21538,7
5904,20351,6 1
5905,2948,5
5906,23948,3 2 4
5907,5780,0
5908,20083,8 4
5909,12979,6 1
5910,9208,4
5911,443,4
5912,1089,1
5913,20064,4
5914,24513,9
5915,27159,6
5916,29735,4 7
5917,22027,0
5918,13003,1
5919,10275,9
5920,20374,6 5
5921,14464,0
5922,26447,3
5923,26254,6 4
5924,26971,0
5925,11039,0 4 7
5926,10021,6 4
5927,27453,4
5928,12020,6 1
5929,1024,4
5930,9756,6
5931,27682,6 4
5932,16836,4
5933,12678,4 7
5934,7099,8
5935,18004,9
5936,19890,3 7
5937,30007,4
5938,4978,0
5939,12273,6 1
5940,18320,1
5941,29522,6 4
5942,27772,1
5943,12728,4
5944,17024,5
5945,19372,4
5946,19344,9
5947,5498,0
5948,27134,4
5949,12009,6 7
5950,17202,3
5951,30852,6 2 4
5952,16869,0
5953,26937,1
5954,973,6 2
5955,16142,0
5956,742,2
5957,14369,6 4
5958,27175,0 4
5959,25810,1 4
5960,13530,6 4
5961,6696,6
5962,21986,6
5963,2485,3
5964,5887,3
5965,11952,6 4
5966,3019,6 4
5967,22483,6
5968,3854,6 4 7
5969,24241,0
5970,1348,2
5971,18410,0 4
5972,16386,3 1
5973,4769,6
5974,17803,0
5975,24995,4
5976,13887,4
5977,21861,7
5978,7454,6 1
5979,10251,6
5980,3745,2 4
5981,14032,7
5982,2131,5
5983,30676,0 2 4
5984,19398,5 4
5985,6690,4
5986,12778,3
5987,4736,4
5988,997,6 4
5989,11108,0
5990,12462,7
5991,11927,4
5992,15504,2 7
5993,8915,0
5994,16510,3 4
5995,16052,9
5996,17761,3
5997,17502,0 2 4
5998,25158,0 5 4
5999,18533,0 4
6000,18327,6 4
6001,6188,6
6002,4587,2 4
6003,10480,6 4
6004,12183,1
6005,14246,4
6006,14916,7
6007,6,4
6008,30702,0
6009,10714,6 1 4
6010,11118,4 7
6011,3758,3
6012,3999,3
6013,7634,3
6014,6977,6 4
6015,6949,8 0
6016,26376,0
6017,23852,6 4
6018,2926,6 3 4
6019,25127,2
6020,14821,7
6021,25701,0
6022,15677,6 5
6023,29293,2
6024,28756,5 4
6025,23889,6 3
6026,7568,6 7
6027,3402,0
6028,9143,4
6029,28929,2
6030,29792,2 4
6031,23842,4
6032,15634,3 2
6033,3194,2
6034,5302,0
6035,14423,4
6036,21657,3 4
6037,12595,4 7
6038,10491,9
6039,8064,4
6040,7990,0 7
6041,14629,8
6042,26430,6 4
6043,14567,7
6044,22202,0 4
6045,2117,1
6046,29452,5 4
6047,26719,3 2
6048,18226,6 4
6049,5631,2
6050,21896,6
6051,4688,4
6052,18128,6 4
6053,13744,4
6054,2394,7
6055,19023,0
6056,26890,1
6057,28024,6 4
6058,5460,6 1
6059,20700,6 3 9
6060,8822,3
6061,20358,0
6062,23102,1 4
6063,25632,2 7
6064,12016,7
6065,2592,4 7
6066,1818,2 4
6067,24749,6 4
6068,17061,7
6069,30086,5
6070,7167,6 4
6071,22153,6 4
6072,976,6 2 4
6073,27633,6 4
6074,18927,4
6075,25309,6
6076,9059,4 7
6077,6709,4
6078,17644,4
6079,10999,6 7
6080,2712,4
6081,14089,4
6082,12127,6 4 7
6083,6985,6
6084,30912,5
6085,26402,0 4
6086,30100,4
6087,24261,4
6088,4753,9 5
6089,12215,0 4
6090,14856,6
6091,5554,3
6092,7267,9
6093,10087,7
6094,10286,0
6095,6571,6 3 4
6096,19138,3
6097,2320,6
6098,10298,3
6099,29283,6 4
6100,18667,6
6101,9169,1 4
6102,4351,6 4
6103,15820,4
6104,28128,6
6105,22534,6 9
6106,13025,2 4
6107,14347,3 4
6108,28986,3
6109,28870,6 2
6110,10544,6 4
6111,20892,6 4
6112,28154,9
6113,11780,6
6114,29726,3
6115,13051,4
6116,21806,6
6117,23710,7
6118,12405,6
6119,11610,4 7
6120,5676,5 4
6121,23118,6 4
6122,23096,7
6123,26780,4
6124,2520,4
6125,24900,4
6126,30037,6
6127,27107,4
6128,30409,6 4
6129,7515,9
6130,9882,5 4
6131,19532,2 4
6132,24760,6 0
6133,25186,5 4
6134,16573,5
6135,18540,7
6136,25026,4
6137,484,7
6138,25260,7
6139,6024,4
6140,24375,6
6141,28445,3 4 7
6142,8015,4
6143,9613,0
6144,19659,6 2
6145,17650,4
6146,15386,3
6147,2990,9
6148,5421,5
6149,25663,0
6150,30431,0 4
6151,1102,0
6152,14366,6 4
6153,2964,6
6154,10284,6
6155,811,6 2
6156,4263,9
6157,24534,4 7
6158,22169,8 6 4
6159,12174,6 4 7
6160,22424,4 7
6161,20334,1
6162,22255,6 3 4
6163,6981,1 4
6164,8834,4 7
6165,10309,4
6166,9323,6
6167,27350,1 4
6168,26936,3
6169,4700,7
6170,29947,1
6171,5482,3 4
6172,26363,2
6173,9361,6 4
6174,6591,0 4
6175,21873,6
6176,805,8 6
6177,17302,2 4
6178,18349,8
6179,6198,0 2
6180,23406,2
6181,16303,0 4
6182,9203,6 4
6183,25179,2
6184,30976,6
6185,25206,3 4
6186,6133,7
6187,22149,6 4
6188,23310,5 4 7
6189,25356,9
6190,30292,4
6191,19419,1 4
6192,12388,2 4
6193,8187,3 4
6194,10587,9
6195,22328,6 2 4
6196,5911,4
6197,13406,3
6198,7007,4
6199,4309,8
6200,17188,3 4
6201,168,6 1
6202,1807,4
6203,15564,8
6204,25501,2
6205,30965,0
6206,16420,2
6207,25385,1
6208,15686,6 4
6209,28737,9
6210,22490,4 7
6211,25166,4
6212,14238,8
6213,10043,6 4
6214,5687,4
6215,13839,6
6216,1545,2
6217,15440,6 7
6218,13660,6
6219,21458,4
6220,21230,3
6221,29193,6
6222,10203,2
6223,23182,3 5
6224,10299,4 7
6225,5491,6 1 4
6226,510,9
6227,1126,6
6228,29640,4
6229,29815,1
6230,16116,8 0
6231,3680,7
6232,19650,2 4
6233,52,1
6234,8490,0
6235,7730,6 4
6236,19850,9 2
6237,7921,6
6238,4815,6 9
6239,6905,2 4
6240,1114,6
6241,15171,5 4
6242,22365,1
6243,24741,4
6244,5067,7
6245,6730,6 4
6246,1281,3
6247,7019,5 4
6248,680,6 2 4
6249,15319,2
6250,27819,6 4 7
6251,16607,4
6252,297,7
6253,8078,5
6254,17531,2 4
6255,18991,1 4
6256,10574,0
6257,24134,6 1
6258,5691,7
6259,24649,3 5
6260,14174,6 4
6261,27658,7
6262,18159,6 4
6263,19264,6 4 7
6264,11977,6
6265,17048,6 7
6266,24224,4
6267,17957,3
6268,11324,4 7
6269,5733,8
6270,26519,4
6271,4063,8
6272,2676,6
6273,5129,5
6274,10980,6
6275,15732,0 4
6276,9401,1
6277,27318,0 2
6278,21151,3
6279,15554,3
6280,18430,9
6281,18543,0
6282,7191,8
6283,28198,7
6284,6174,6 2 4
6285,2783,3
6286,4464,4
6287,4318,9
6288,387,6 4
6289,16221,5 4
6290,29282,3
6291,26294,0 7
6292,6881,2 4
6293,8215,7
6294,23715,7
6295,27671,2
6296,13310,6 0
6297,11945,7
6298,22144,0
6299,30294,9
6300,18209,2
6301,29776,0 4
6302,16410,4
6303,28585,8 4
6304,19481,4
6305,27223,6 4
6306,26508,9
6307,15771,6 2 4
6308,9157,9
6309,14283,3 4
6310,24672,6 2
6311,9173,1
6312,11419,9
6313,7122,4 7
6314,27672,0
6315,29498,8
6316,3104,2
6317,4637,7
6318,19152,3 4 7
6319,5000,2
6320,19325,6 7
6321,22945,4
6322,23978,5
6323,4506,6 9
6324,591,1
6325,27009,8 6
6326,27955,6 4 7
6327,15828,5
6328,12469,0 4
6329,9583,8
6330,15805,3 2
6331,28593,6 4
6332,10737,5
6333,23944,4
6334,1500,5
6335,6538,6 4
6336,21321,1
6337,343,2
6338,6138,0
6339,18256,6 4 7
6340,7570,6 4
6341,27490,1
6342,15308,0 4
6343,4834,4
6344,28347,8 4
6345,9797,6 9
6346,27451,6
6347,15560,0
6348,20449,6 3 2 4
6349,27979,6 4
6350,26792,2
6351,21160,6 9
6352,6017,2 4
6353,15262,3 2
6354,17537,4 7
6355,14884,9
6356,7618,6 4 7
6357,20365,0
6358,1833,3 4
6359,958,3 4
6360,3424,4
6361,13265,0
6362,2275,1
6363,17221,2 4
6364,20917,3
6365,8119,6
6366,20212,0
6367,15941,6
6368,30447,2
6369,30980,1
6370,7233,4 7
6371,11478,2
6372,6958,4
6373,1657,7
6374,23722,6 4
6375,5146,4
6376,14006,1
6377,6433,6
6378,26945,6 4
6379,8738,2
6380,18015,3 4
6381,22839,9
6382,13502,1 4
6383,23012,2 4
6384,27296,4
6385,13097,4
6386,28839,6 3
6387,21084,6 4 7
6388,16364,6
6389,13523,9
6390,20210,8
6391,28362,6 4
6392,11027,1
6393,4664,6 4
6394,30886,6 2
6395,2411,9
6396,7067,5
6397,3245,6
6398,19361,2 4
6399,26284,4
6400,7629,1
6401,26459,9
6402,16519,6 4
6403,4198,4
6404,3932,0
6405,4233,6
6406,14115,4
6407,19517,5
6408,29983,7
6409,880,9 4
6410,28413,4 7
6411,6392,1 4
6412,27966,4 7
6413,23410,8 6 4
6414,13663,8 6
6415,6264,4
6416,15121,6 7
6417,14408,6 4 7
6418,30148,6
6419,28934,3 4
6420,25133,2 4
6421,21180,3
6422,2165,1 4
6423,18068,2
6424,24663,4
6425,8281,6 7
6426,8001,6 4
6427,6951,4
6428,28282,7
6429,13712,2 4
6430,6107,8 4
6431,30178,3 4
6432,27371,7
6433,3917,2 4
6434,14263,6 1
6435,12567,6 4
6436,29356,6 4
6437,29299,4
6438,9137,0
6439,11342,6 1
6440,9858,5 4
6441,9740,9
6442,17226,6 7
6443,6269,8 3 4
6444,27193,0
6445,20891,1 4
6446,688,0
6447,19795,2 4
6448,1534,6 3
6449,16693,3 4
6450,1067,5
6451,9420,4 7
6452,16848,6 4
6453,27016,2
6454,17250,6 2
6455,18923,6 3 2
6456,6150,2
6457,23817,6 2 4 7
6458,17762,7
6459,26237,7
6460,19732,2
6461,24339,1
6462,5488,1 4
6463,27176,3 9
6464,16987,0
6465,30645,6 4
6466,24028,9
6467,18456,6
6468,20554,1
6469,16315,6 9 7
6470,12226,3 4
6471,15406,9
6472,26355,6 3
6473,5696,9
6474,24970,6 4
6475,23065,0 4
6476,4670,2
6477,30734,9 7
6478,26010,4
6479,17293,4 7
6480,18736,3 4
6481,8298,4
6482,12288,6 4
6483,12686,5 4
6484,28479,4 7
6485,16202,6 4
6486,6003,6
6487,2578,4
6488,15678,0 4
6489,12063,8
6490,4222,6 2
6491,4992,5
6492,5029,3
6493,22850,6 4
6494,24085,6 4
6495,3087,6 4
6496,10535,6 5
6497,13906,6 4
6498,22336,6 4
6499,24522,6
6500,18238,3 4
6501,10406,6 4
6502,3944,3
6503,20263,9 2 4
6504,10735,3 4
6505,1415,6
6506,8740,4
6507,11809,7
6508,25320,6 4
6509,3538,2
6510,6202,0
6511,22083,6 3
6512,21468,4
6513,6735,6
6514,26305,4
6515,3797,3
6516,16966,4 7
6517,15858,0 4
6518,26900,3
6519,6661,2 4
6520,815,6 1 4
6521,18676,6
6522,20716,4
6523,10679,6 1
6524,624,6 4 7
6525,1722,2
6526,7059,2 4
6527,26169,3
6528,185,8 6
6529,27932,6 4
6530,5609,6 4
6531,28281,1 4
6532,15323,6 0
6533,24126,0 4
6534,560,2 4
6535,12324,6 9
6536,1845,3 4
6537,14409,6 7
6538,11469,0
6539,1910,9 7
6540,24664,4
6541,7001,4
6542,5338,2
6543,12139,2
6544,2889,6
6545,26642,6 2
6546,4822,0
6547,30922,9
6548,11891,4 7
6549,22793,4
6550,14249,5
6551,5016,6 7
6552,11615,2
6553,2842,5
6554,24396,6 4
6555,3290,4
6556,11910,0 4
6557,18506,8 4
6558,28164,7
6559,3763,6 4
6560,11490,1 4
6561,24318,4 7
6562,12196,6 4
6563,6959,8 6 4
6564,12350,6
6565,21335,5
6566,26527,9
6567,7617,6 0
6568,6697,4
6569,12859,4
6570,9050,6
6571,1556,4
6572,20720,4
6573,18522,1 4 7
6574,20276,3
6575,19778,4
6576,18314,6
6577,23674,0 2 4
6578,13896,2 4
6579,20382,2 4
6580,2995,8 4
6581,29144,0
6582,12529,9
6583,2174,0
6584,11649,5 4
6585,13996,6 4
6586,18315,7
6587,10604,6 7
6588,14098,3 9 2
6589,20300,9
6590,18005,2 4
6591,16025,4
6592,20315,0
6593,2239,1
6594,683,1 4
6595,7234,4
6596,12417,1
6597,9085,4 7
6598,4944,0 2
6599,18861,6 4
6600,16027,2 4
6601,227,7
6602,11712,6
6603,9367,0
6604,23363,1
6605,16306,9
6606,11907,4
6607,30119,2
6608,15194,2 4
6609,18575,0 2 4
6610,23082,6
6611,29886,3 4
6612,14073,7
6613,13608,6 0
6614,30343,2 4
6615,10149,1
6616,632,6
6617,26538,2
6618,29326,5
6619,2939,0
6620,18545,6 4
6621,1599,9
6622,9683,4 7
6623,15439,0
6624,22741,2 4
6625,2672,4
6626,11761,6 2 4
6627,7085,6
6628,1860,6
6629,14972,6 2 4 7
6630,11288,8 4
6631,26871,6 4
6632,3978,2
6633,23782,3 4
6634,24504,3
6635,22181,3 4
6636,12322,3
6637,17515,4
6638,22263,0 4
6639,90,6 4
6640,25454,6 4
6641,25192,4
6642,27830,3
6643,30096,2
6644,14820,3
6645,23857,3
6646,7847,7
6647,24596,3
